season,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,results,placement,week,week_total_score,week_judge_percentage,participation_weeks
24,Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,Eliminated Week 7,7,1,28.0,9.27,10
24,Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,Eliminated Week 8,5,1,22.0,7.28,10
24,Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,Eliminated Week 9,4,1,32.0,10.6,10
24,David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,2nd Place,2,1,28.0,9.27,10
24,Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,1st Place,1,1,31.0,10.26,10
24,Chris Kattan,Witney Carson,Comedian,California,United States,46,Eliminated Week 2,12,1,17.0,5.63,10
24,Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,Eliminated Week 5,9,1,24.0,7.95,10
24,Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,3rd Place,3,1,27.0,8.94,10
24,Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,Eliminated Week 7,6,1,24.0,7.95,10
24,Charo,Keo Motsepe,Actor/Actress,,Spain,66,Eliminated Week 3,11,2,25.0,7.62,10
24,Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,Eliminated Week 4,10,2,22.0,6.71,10
24,Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,Eliminated Week 6,8,2,30.0,9.15,10
24,Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,Eliminated Week 7,7,2,28.0,8.54,10
24,Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,Eliminated Week 8,5,2,28.0,8.54,10
24,Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,Eliminated Week 9,4,2,29.0,8.84,10
24,David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,2nd Place,2,2,27.0,8.23,10
24,Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,1st Place,1,2,32.0,9.76,10
24,Chris Kattan,Witney Carson,Comedian,California,United States,46,Eliminated Week 2,12,2,22.0,6.71,10
24,Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,Eliminated Week 5,9,2,28.0,8.54,10
24,Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,3rd Place,3,2,32.0,9.76,10
24,Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,Eliminated Week 7,6,2,25.0,7.62,10
24,Charo,Keo Motsepe,Actor/Actress,,Spain,66,Eliminated Week 3,11,3,24.0,7.62,10
24,Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,Eliminated Week 4,10,3,24.0,7.62,10
24,Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,Eliminated Week 6,8,3,33.0,10.48,10
24,Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,Eliminated Week 7,7,3,33.0,10.48,10
24,Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,Eliminated Week 8,5,3,24.0,7.62,10
24,Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,Eliminated Week 9,4,3,32.0,10.16,10
24,David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,2nd Place,2,3,31.0,9.84,10
24,Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,1st Place,1,3,28.0,8.89,10
24,Chris Kattan,Witney Carson,Comedian,California,United States,46,Eliminated Week 2,12,3,0.0,0.0,10
24,Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,Eliminated Week 5,9,3,26.0,8.25,10
24,Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,3rd Place,3,3,34.0,10.79,10
24,Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,Eliminated Week 7,6,3,26.0,8.25,10
24,Charo,Keo Motsepe,Actor/Actress,,Spain,66,Eliminated Week 3,11,4,0.0,0.0,10
24,Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,Eliminated Week 4,10,4,28.0,8.59,10
24,Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,Eliminated Week 6,8,4,35.0,10.74,10
24,Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,Eliminated Week 7,7,4,33.0,10.12,10
24,Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,Eliminated Week 8,5,4,32.0,9.82,10
24,Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,Eliminated Week 9,4,4,36.0,11.04,10
24,David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,2nd Place,2,4,31.0,9.51,10
24,Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,1st Place,1,4,39.0,11.96,10
24,Chris Kattan,Witney Carson,Comedian,California,United States,46,Eliminated Week 2,12,4,0.0,0.0,10
24,Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,Eliminated Week 5,9,4,30.0,9.2,10
24,Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,3rd Place,3,4,32.0,9.82,10
24,Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,Eliminated Week 7,6,4,30.0,9.2,10
24,Charo,Keo Motsepe,Actor/Actress,,Spain,66,Eliminated Week 3,11,5,0.0,0.0,10
24,Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,Eliminated Week 4,10,5,0.0,0.0,10
24,Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,Eliminated Week 6,8,5,34.0,11.18,10
24,Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,Eliminated Week 7,7,5,36.0,11.84,10
24,Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,Eliminated Week 8,5,5,30.0,9.87,10
24,Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,Eliminated Week 9,4,5,38.0,12.5,10
24,David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,2nd Place,2,5,29.0,9.54,10
24,Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,1st Place,1,5,32.0,10.53,10
24,Chris Kattan,Witney Carson,Comedian,California,United States,46,Eliminated Week 2,12,5,0.0,0.0,10
24,Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,Eliminated Week 5,9,5,32.0,10.53,10
24,Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,3rd Place,3,5,39.0,12.83,10
24,Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,Eliminated Week 7,6,5,34.0,11.18,10
24,Charo,Keo Motsepe,Actor/Actress,,Spain,66,Eliminated Week 3,11,6,0.0,0.0,10
24,Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,Eliminated Week 4,10,6,0.0,0.0,10
24,Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,Eliminated Week 6,8,6,37.0,13.75,10
24,Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,Eliminated Week 7,7,6,33.5,12.45,10
24,Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,Eliminated Week 8,5,6,31.5,11.71,10
24,Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,Eliminated Week 9,4,6,34.5,12.83,10
24,David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,2nd Place,2,6,31.0,11.52,10
24,Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,1st Place,1,6,35.0,13.01,10
24,Chris Kattan,Witney Carson,Comedian,California,United States,46,Eliminated Week 2,12,6,0.0,0.0,10
24,Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,Eliminated Week 5,9,6,0.0,0.0,10
24,Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,3rd Place,3,6,36.0,13.38,10
24,Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,Eliminated Week 7,6,6,30.5,11.34,10
24,Charo,Keo Motsepe,Actor/Actress,,Spain,66,Eliminated Week 3,11,7,0.0,0.0,10
24,Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,Eliminated Week 4,10,7,0.0,0.0,10
24,Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,Eliminated Week 6,8,7,0.0,0.0,10
24,Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,Eliminated Week 7,7,7,36.0,14.23,10
24,Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,Eliminated Week 8,5,7,31.0,12.25,10
24,Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,Eliminated Week 9,4,7,39.0,15.42,10
24,David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,2nd Place,2,7,32.0,12.65,10
24,Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,1st Place,1,7,39.0,15.42,10
24,Chris Kattan,Witney Carson,Comedian,California,United States,46,Eliminated Week 2,12,7,0.0,0.0,10
24,Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,Eliminated Week 5,9,7,0.0,0.0,10
24,Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,3rd Place,3,7,42.0,16.6,10
24,Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,Eliminated Week 7,6,7,34.0,13.44,10
24,Charo,Keo Motsepe,Actor/Actress,,Spain,66,Eliminated Week 3,11,8,0.0,0.0,10
24,Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,Eliminated Week 4,10,8,0.0,0.0,10
24,Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,Eliminated Week 6,8,8,0.0,0.0,10
24,Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,Eliminated Week 7,7,8,0.0,0.0,10
24,Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,Eliminated Week 8,5,8,29.0,16.62,10
24,Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,Eliminated Week 9,4,8,36.0,20.63,10
24,David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,2nd Place,2,8,32.5,18.62,10
24,Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,1st Place,1,8,37.5,21.49,10
24,Chris Kattan,Witney Carson,Comedian,California,United States,46,Eliminated Week 2,12,8,0.0,0.0,10
24,Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,Eliminated Week 5,9,8,0.0,0.0,10
24,Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,3rd Place,3,8,39.5,22.64,10
24,Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,Eliminated Week 7,6,8,0.0,0.0,10
24,Charo,Keo Motsepe,Actor/Actress,,Spain,66,Eliminated Week 3,11,9,0.0,0.0,10
24,Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,Eliminated Week 4,10,9,0.0,0.0,10
24,Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,Eliminated Week 6,8,9,0.0,0.0,10
24,Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,Eliminated Week 7,7,9,0.0,0.0,10
24,Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,Eliminated Week 8,5,9,0.0,0.0,10
24,Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,Eliminated Week 9,4,9,40.0,26.4,10
24,David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,2nd Place,2,9,35.0,23.1,10
24,Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,1st Place,1,9,38.5,25.41,10
24,Chris Kattan,Witney Carson,Comedian,California,United States,46,Eliminated Week 2,12,9,0.0,0.0,10
24,Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,Eliminated Week 5,9,9,0.0,0.0,10
24,Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,3rd Place,3,9,38.0,25.08,10
24,Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,Eliminated Week 7,6,9,0.0,0.0,10
24,Charo,Keo Motsepe,Actor/Actress,,Spain,66,Eliminated Week 3,11,10,0.0,0.0,10
24,Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,Eliminated Week 4,10,10,0.0,0.0,10
24,Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,Eliminated Week 6,8,10,0.0,0.0,10
24,Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,Eliminated Week 7,7,10,0.0,0.0,10
24,Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,Eliminated Week 8,5,10,0.0,0.0,10
24,Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,Eliminated Week 9,4,10,0.0,0.0,10
24,David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,2nd Place,2,10,36.3333,31.5,10
24,Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,1st Place,1,10,39.6666,34.39,10
24,Chris Kattan,Witney Carson,Comedian,California,United States,46,Eliminated Week 2,12,10,0.0,0.0,10
24,Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,Eliminated Week 5,9,10,0.0,0.0,10
24,Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,3rd Place,3,10,39.333200000000005,34.1,10
24,Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,Eliminated Week 7,6,10,0.0,0.0,10
24,Charo,Keo Motsepe,Actor/Actress,,Spain,66,Eliminated Week 3,11,11,,,10
24,Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,Eliminated Week 4,10,11,,,10
24,Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,Eliminated Week 6,8,11,,,10
24,Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,Eliminated Week 7,7,11,,,10
24,Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,Eliminated Week 8,5,11,,,10
24,Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,Eliminated Week 9,4,11,,,10
24,David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,2nd Place,2,11,,,10
24,Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,1st Place,1,11,,,10
24,Chris Kattan,Witney Carson,Comedian,California,United States,46,Eliminated Week 2,12,11,,,10
24,Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,Eliminated Week 5,9,11,,,10
24,Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,3rd Place,3,11,,,10
24,Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,Eliminated Week 7,6,11,,,10
25,Sasha Pieterse,Gleb Savchenko,Actor/Actress,,South Africa,21,Eliminated Week 5,10,1,18.0,7.53,10
25,Frankie Muniz,Witney Carson,Actor/Actress,New Jersey,United States,31,3rd Place,3,1,19.0,7.95,10
25,Jordan Fisher,Lindsay Arnold,Actor/Actress,Alabama,United States,23,1st Place,1,1,22.0,9.21,10
25,Derek Fisher,Sharna Burgess,Athlete,Arkansas,United States,43,Eliminated Week 4,11,1,18.0,7.53,10
25,Nikki Bella,Artem Chigvintsev,Athlete,California,United States,33,Eliminated Week 7,8,1,20.0,8.37,10
25,Terrell Owens,Cheryl Burke,Athlete,Alabama,United States,43,Eliminated Week 8,6,1,15.0,6.28,10
25,Victoria Arlen,Valentin Chmerkovskiy,Athlete,New Hamshire,United States,22,Eliminated Week 9,5,1,19.0,7.95,10
25,Barbara Corcoran,Keo Motsepe,Entrepreneur,New Jersey,United States,68,Eliminated Week 2,13,1,14.0,5.86,10
25,Lindsey Stirling,Mark Ballas,Musician,California,United States,31,2nd Place,2,1,22.0,9.21,10
25,Debbie Gibson,Alan Bersten,Singer/Rapper,New York,United States,47,Eliminated Week 2,12,1,17.0,7.11,10
25,Nick Lachey,Peta Murgatroyd,Singer/Rapper,Kentucky,United States,43,Eliminated Week 6,9,1,18.0,7.53,10
25,Drew Scott,Emma Slater,TV Personality,,Canada,39,Eliminated Week 10,4,1,16.0,6.69,10
25,Vanessa Lachey,Maksim Chmerkoskiy,TV Personality,,Philippines,36,Eliminated Week 7,7,1,21.0,8.79,10
25,Sasha Pieterse,Gleb Savchenko,Actor/Actress,,South Africa,21,Eliminated Week 5,10,2,22.5,8.23,10
25,Frankie Muniz,Witney Carson,Actor/Actress,New Jersey,United States,31,3rd Place,3,2,24.0,8.78,10
25,Jordan Fisher,Lindsay Arnold,Actor/Actress,Alabama,United States,23,1st Place,1,2,24.0,8.78,10
25,Derek Fisher,Sharna Burgess,Athlete,Arkansas,United States,43,Eliminated Week 4,11,2,19.0,6.95,10
25,Nikki Bella,Artem Chigvintsev,Athlete,California,United States,33,Eliminated Week 7,8,2,19.5,7.13,10
25,Terrell Owens,Cheryl Burke,Athlete,Alabama,United States,43,Eliminated Week 8,6,2,19.5,7.13,10
25,Victoria Arlen,Valentin Chmerkovskiy,Athlete,New Hamshire,United States,22,Eliminated Week 9,5,2,22.0,8.04,10
25,Barbara Corcoran,Keo Motsepe,Entrepreneur,New Jersey,United States,68,Eliminated Week 2,13,2,17.0,6.22,10
25,Lindsey Stirling,Mark Ballas,Musician,California,United States,31,2nd Place,2,2,22.5,8.23,10
25,Debbie Gibson,Alan Bersten,Singer/Rapper,New York,United States,47,Eliminated Week 2,12,2,20.5,7.5,10
25,Nick Lachey,Peta Murgatroyd,Singer/Rapper,Kentucky,United States,43,Eliminated Week 6,9,2,19.0,6.95,10
25,Drew Scott,Emma Slater,TV Personality,,Canada,39,Eliminated Week 10,4,2,20.5,7.5,10
25,Vanessa Lachey,Maksim Chmerkoskiy,TV Personality,,Philippines,36,Eliminated Week 7,7,2,23.5,8.59,10
25,Sasha Pieterse,Gleb Savchenko,Actor/Actress,,South Africa,21,Eliminated Week 5,10,3,19.0,7.79,10
25,Frankie Muniz,Witney Carson,Actor/Actress,New Jersey,United States,31,3rd Place,3,3,21.0,8.61,10
25,Jordan Fisher,Lindsay Arnold,Actor/Actress,Alabama,United States,23,1st Place,1,3,25.0,10.25,10
25,Derek Fisher,Sharna Burgess,Athlete,Arkansas,United States,43,Eliminated Week 4,11,3,21.0,8.61,10
25,Nikki Bella,Artem Chigvintsev,Athlete,California,United States,33,Eliminated Week 7,8,3,21.0,8.61,10
25,Terrell Owens,Cheryl Burke,Athlete,Alabama,United States,43,Eliminated Week 8,6,3,21.0,8.61,10
25,Victoria Arlen,Valentin Chmerkovskiy,Athlete,New Hamshire,United States,22,Eliminated Week 9,5,3,22.0,9.02,10
25,Barbara Corcoran,Keo Motsepe,Entrepreneur,New Jersey,United States,68,Eliminated Week 2,13,3,0.0,0.0,10
25,Lindsey Stirling,Mark Ballas,Musician,California,United States,31,2nd Place,2,3,27.0,11.07,10
25,Debbie Gibson,Alan Bersten,Singer/Rapper,New York,United States,47,Eliminated Week 2,12,3,0.0,0.0,10
25,Nick Lachey,Peta Murgatroyd,Singer/Rapper,Kentucky,United States,43,Eliminated Week 6,9,3,21.0,8.61,10
25,Drew Scott,Emma Slater,TV Personality,,Canada,39,Eliminated Week 10,4,3,23.0,9.43,10
25,Vanessa Lachey,Maksim Chmerkoskiy,TV Personality,,Philippines,36,Eliminated Week 7,7,3,23.0,9.43,10
25,Sasha Pieterse,Gleb Savchenko,Actor/Actress,,South Africa,21,Eliminated Week 5,10,4,24.0,8.86,10
25,Frankie Muniz,Witney Carson,Actor/Actress,New Jersey,United States,31,3rd Place,3,4,24.0,8.86,10
25,Jordan Fisher,Lindsay Arnold,Actor/Actress,Alabama,United States,23,1st Place,1,4,29.0,10.7,10
25,Derek Fisher,Sharna Burgess,Athlete,Arkansas,United States,43,Eliminated Week 4,11,4,23.0,8.49,10
25,Nikki Bella,Artem Chigvintsev,Athlete,California,United States,33,Eliminated Week 7,8,4,24.0,8.86,10
25,Terrell Owens,Cheryl Burke,Athlete,Alabama,United States,43,Eliminated Week 8,6,4,24.0,8.86,10
25,Victoria Arlen,Valentin Chmerkovskiy,Athlete,New Hamshire,United States,22,Eliminated Week 9,5,4,27.0,9.96,10
25,Barbara Corcoran,Keo Motsepe,Entrepreneur,New Jersey,United States,68,Eliminated Week 2,13,4,0.0,0.0,10
25,Lindsey Stirling,Mark Ballas,Musician,California,United States,31,2nd Place,2,4,26.0,9.59,10
25,Debbie Gibson,Alan Bersten,Singer/Rapper,New York,United States,47,Eliminated Week 2,12,4,0.0,0.0,10
25,Nick Lachey,Peta Murgatroyd,Singer/Rapper,Kentucky,United States,43,Eliminated Week 6,9,4,22.0,8.12,10
25,Drew Scott,Emma Slater,TV Personality,,Canada,39,Eliminated Week 10,4,4,24.0,8.86,10
25,Vanessa Lachey,Maksim Chmerkoskiy,TV Personality,,Philippines,36,Eliminated Week 7,7,4,24.0,8.86,10
25,Sasha Pieterse,Gleb Savchenko,Actor/Actress,,South Africa,21,Eliminated Week 5,10,5,24.0,9.2,10
25,Frankie Muniz,Witney Carson,Actor/Actress,New Jersey,United States,31,3rd Place,3,5,29.0,11.11,10
25,Jordan Fisher,Lindsay Arnold,Actor/Actress,Alabama,United States,23,1st Place,1,5,30.0,11.49,10
25,Derek Fisher,Sharna Burgess,Athlete,Arkansas,United States,43,Eliminated Week 4,11,5,0.0,0.0,10
25,Nikki Bella,Artem Chigvintsev,Athlete,California,United States,33,Eliminated Week 7,8,5,27.0,10.34,10
25,Terrell Owens,Cheryl Burke,Athlete,Alabama,United States,43,Eliminated Week 8,6,5,25.0,9.58,10
25,Victoria Arlen,Valentin Chmerkovskiy,Athlete,New Hamshire,United States,22,Eliminated Week 9,5,5,27.0,10.34,10
25,Barbara Corcoran,Keo Motsepe,Entrepreneur,New Jersey,United States,68,Eliminated Week 2,13,5,0.0,0.0,10
25,Lindsey Stirling,Mark Ballas,Musician,California,United States,31,2nd Place,2,5,28.0,10.73,10
25,Debbie Gibson,Alan Bersten,Singer/Rapper,New York,United States,47,Eliminated Week 2,12,5,0.0,0.0,10
25,Nick Lachey,Peta Murgatroyd,Singer/Rapper,Kentucky,United States,43,Eliminated Week 6,9,5,22.0,8.43,10
25,Drew Scott,Emma Slater,TV Personality,,Canada,39,Eliminated Week 10,4,5,25.0,9.58,10
25,Vanessa Lachey,Maksim Chmerkoskiy,TV Personality,,Philippines,36,Eliminated Week 7,7,5,24.0,9.2,10
25,Sasha Pieterse,Gleb Savchenko,Actor/Actress,,South Africa,21,Eliminated Week 5,10,6,0.0,0.0,10
25,Frankie Muniz,Witney Carson,Actor/Actress,New Jersey,United States,31,3rd Place,3,6,31.0,10.13,10
25,Jordan Fisher,Lindsay Arnold,Actor/Actress,Alabama,United States,23,1st Place,1,6,39.0,12.75,10
25,Derek Fisher,Sharna Burgess,Athlete,Arkansas,United States,43,Eliminated Week 4,11,6,0.0,0.0,10
25,Nikki Bella,Artem Chigvintsev,Athlete,California,United States,33,Eliminated Week 7,8,6,36.0,11.76,10
25,Terrell Owens,Cheryl Burke,Athlete,Alabama,United States,43,Eliminated Week 8,6,6,37.0,12.09,10
25,Victoria Arlen,Valentin Chmerkovskiy,Athlete,New Hamshire,United States,22,Eliminated Week 9,5,6,31.0,10.13,10
25,Barbara Corcoran,Keo Motsepe,Entrepreneur,New Jersey,United States,68,Eliminated Week 2,13,6,0.0,0.0,10
25,Lindsey Stirling,Mark Ballas,Musician,California,United States,31,2nd Place,2,6,40.0,13.07,10
25,Debbie Gibson,Alan Bersten,Singer/Rapper,New York,United States,47,Eliminated Week 2,12,6,0.0,0.0,10
25,Nick Lachey,Peta Murgatroyd,Singer/Rapper,Kentucky,United States,43,Eliminated Week 6,9,6,26.0,8.5,10
25,Drew Scott,Emma Slater,TV Personality,,Canada,39,Eliminated Week 10,4,6,30.0,9.8,10
