season,week,celebrity,total_score,avg_score,placement,results,n_judges,,,,season,week,celebrity,vote_pct
22,5,Kim Fields,28,7,8,Eliminated Week 7,4,,,,22,1,Geraldo Rivera,0.03163673839872702
22,6,Kim Fields,24,8,8,Eliminated Week 7,3,,,,22,1,Nyle DiMarco,0.2636394866560585
22,7,Kim Fields,26,8.666666666666666,8,Eliminated Week 7,3,,,,22,1,Ginger Zee,0.11298835142402508
22,1,Jodie Sweetin,20,6.666666666666667,6,Eliminated Week 8,3,,,,22,1,Wanya Morris,0.08787982888535284
22,2,Jodie Sweetin,21,7,6,Eliminated Week 8,3,,,,22,1,Marla Maples,0.03766278380800836
22,3,Jodie Sweetin,23,7.666666666666667,6,Eliminated Week 8,3,,,,22,2,Mischa Barton,0.09446324313494366
22,4,Jodie Sweetin,27,6.75,6,Eliminated Week 8,4,,,,22,2,Kim Fields,0.08415096716389188
22,5,Jodie Sweetin,35,8.75,6,Eliminated Week 8,4,,,,22,2,Jodie Sweetin,0.09287632446153196
22,6,Jodie Sweetin,25,8.333333333333334,6,Eliminated Week 8,3,,,,22,2,Doug Flutie,0.08908790321786343
22,7,Jodie Sweetin,25.5,8.5,6,Eliminated Week 8,3,,,,22,2,Von Miller,0.08612469371590681
22,8,Jodie Sweetin,30,10,6,Eliminated Week 8,3,,,,22,2,Antonio Brown,0.08491089171347335
22,1,Doug Flutie,15,5,9,Eliminated Week 6,3,,,,22,2,Paige VanZant,0.08901994800794158
22,2,Doug Flutie,20,6.666666666666667,9,Eliminated Week 6,3,,,,22,2,Geraldo Rivera,0.02966106574407323
22,3,Doug Flutie,20,6.666666666666667,9,Eliminated Week 6,3,,,,22,2,Nyle DiMarco,0.09115598985418176
22,4,Doug Flutie,24,6,9,Eliminated Week 6,4,,,,22,2,Ginger Zee,0.08982404428275517
22,5,Doug Flutie,28,7,9,Eliminated Week 6,4,,,,22,2,Wanya Morris,0.08459946163597078
22,6,Doug Flutie,21,7,9,Eliminated Week 6,3,,,,22,2,Marla Maples,0.08412546706746642
22,1,Von Miller,21,7,7,Eliminated Week 7,3,,,,22,3,Mischa Barton,0.02664797418130006
22,2,Von Miller,20,6.666666666666667,7,Eliminated Week 7,3,,,,22,3,Kim Fields,0.09583480507180381
22,3,Von Miller,20,6.666666666666667,7,Eliminated Week 7,3,,,,22,3,Jodie Sweetin,0.10062877449399862
22,4,Von Miller,32,8,7,Eliminated Week 7,4,,,,22,3,Doug Flutie,0.10241909649948482
22,5,Von Miller,29,7.25,7,Eliminated Week 7,4,,,,22,3,Von Miller,0.10320161818592156
22,6,Von Miller,24,8,7,Eliminated Week 7,3,,,,22,3,Antonio Brown,0.08869112200232715
22,7,Von Miller,26,8.666666666666666,7,Eliminated Week 7,3,,,,22,3,Paige VanZant,0.09688563436883796
22,1,Antonio Brown,21,7,5,Eliminated Week 9,3,,,,22,3,Nyle DiMarco,0.09905273557421952
22,2,Antonio Brown,19,6.333333333333333,5,Eliminated Week 9,3,,,,22,3,Ginger Zee,0.09152998799151066
22,3,Antonio Brown,20,6.666666666666667,5,Eliminated Week 9,3,,,,22,3,Wanya Morris,0.0954987757068623
22,4,Antonio Brown,35,8.75,5,Eliminated Week 9,4,,,,22,3,Marla Maples,0.09960947592373352
22,5,Antonio Brown,26,6.5,5,Eliminated Week 9,4,,,,22,4,Kim Fields,0.10962492921038951
22,6,Antonio Brown,27,9,5,Eliminated Week 9,3,,,,22,4,Jodie Sweetin,0.1184002050333262
22,7,Antonio Brown,26,8.666666666666666,5,Eliminated Week 9,3,,,,22,4,Doug Flutie,0.11959609364096409
22,8,Antonio Brown,27,9,5,Eliminated Week 9,3,,,,22,4,Von Miller,0.11448863796423432
22,9,Antonio Brown,27.5,9.166666666666666,5,Eliminated Week 9,3,,,,22,4,Antonio Brown,0.1020395518261619
22,1,Paige VanZant,21,7,2,2nd Place,3,,,,22,4,Paige VanZant,0.10149373053050857
22,2,Paige VanZant,24,8,2,2nd Place,3,,,,22,4,Nyle DiMarco,0.10824027127616516
22,3,Paige VanZant,23,7.666666666666667,2,2nd Place,3,,,,22,4,Ginger Zee,0.09932269503579268
22,4,Paige VanZant,36,9,2,2nd Place,4,,,,22,4,Wanya Morris,0.09847506370513831
22,5,Paige VanZant,31,7.75,2,2nd Place,4,,,,22,4,Marla Maples,0.028318821777319286
22,6,Paige VanZant,28,9.333333333333334,2,2nd Place,3,,,,22,5,Kim Fields,0.05190667757295897
22,7,Paige VanZant,27.5,9.166666666666666,2,2nd Place,3,,,,22,5,Jodie Sweetin,0.06787796298002327
22,8,Paige VanZant,28,9.333333333333334,2,2nd Place,3,,,,22,5,Doug Flutie,0.04644281677580539
22,9,Paige VanZant,29.5,9.833333333333334,2,2nd Place,3,,,,22,5,Von Miller,0.05882756791602017
22,10,Paige VanZant,29.666600000000003,9.888866666666667,2,2nd Place,3,,,,22,5,Antonio Brown,0.08021941079457295
22,1,Geraldo Rivera,13,4.333333333333333,12,Eliminated Week 2,3,,,,22,5,Paige VanZant,0.17648270374806052
22,2,Geraldo Rivera,13,4.333333333333333,12,Eliminated Week 2,3,,,,22,5,Nyle DiMarco,0.2941378395801008
22,1,Nyle DiMarco,23,7.666666666666667,1,1st Place,3,,,,22,5,Ginger Zee,0.1260590741057575
22,2,Nyle DiMarco,20,6.666666666666667,1,1st Place,3,,,,22,5,Wanya Morris,0.09804594652670028
22,3,Nyle DiMarco,25,8.333333333333334,1,1st Place,3,,,,22,6,Kim Fields,0.11765411412649097
22,4,Nyle DiMarco,34,8.5,1,1st Place,4,,,,22,6,Jodie Sweetin,0.10873186793406799
22,5,Nyle DiMarco,37,9.25,1,1st Place,4,,,,22,6,Doug Flutie,0.03587818167002624
22,6,Nyle DiMarco,25,8.333333333333334,1,1st Place,3,,,,22,6,Von Miller,0.12578166451334746
22,7,Nyle DiMarco,28,9.333333333333334,1,1st Place,3,,,,22,6,Antonio Brown,0.12287466748288535
22,8,Nyle DiMarco,29,9.666666666666666,1,1st Place,3,,,,22,6,Paige VanZant,0.10965146335047922
22,9,Nyle DiMarco,28.5,9.5,1,1st Place,3,,,,22,6,Nyle DiMarco,0.12897776044855272
22,10,Nyle DiMarco,28.9998,9.6666,1,1st Place,3,,,,22,6,Ginger Zee,0.12392177638288057
22,1,Ginger Zee,23,7.666666666666667,3,3rd Place,3,,,,22,6,Wanya Morris,0.12652850409126945
22,2,Ginger Zee,21,7,3,3rd Place,3,,,,22,7,Kim Fields,0.03606084109070517
22,3,Ginger Zee,21,7,3,3rd Place,3,,,,22,7,Jodie Sweetin,0.1533927940083708
22,4,Ginger Zee,36,9,3,3rd Place,4,,,,22,7,Von Miller,0.1536764244877071
22,5,Ginger Zee,32,8,3,3rd Place,4,,,,22,7,Antonio Brown,0.1444228554774027
22,6,Ginger Zee,24,8,3,3rd Place,3,,,,22,7,Paige VanZant,0.11804461325609489
22,7,Ginger Zee,27.5,9.166666666666666,3,3rd Place,3,,,,22,7,Nyle DiMarco,0.12534880484068242
22,8,Ginger Zee,30,10,3,3rd Place,3,,,,22,7,Ginger Zee,0.13725305281040825
22,9,Ginger Zee,28,9.333333333333334,3,3rd Place,3,,,,22,7,Wanya Morris,0.13180061402862872
22,10,Ginger Zee,28.333199999999998,9.4444,3,3rd Place,3,,,,22,8,Jodie Sweetin,0.04841718900049185
22,1,Wanya Morris,23,7.666666666666667,4,Eliminated Week 9,3,,,,22,8,Antonio Brown,0.18361576394924708
22,2,Wanya Morris,24,8,4,Eliminated Week 9,3,,,,22,8,Paige VanZant,0.18350082739319323
22,3,Wanya Morris,24,8,4,Eliminated Week 9,3,,,,22,8,Nyle DiMarco,0.19591805869517892
22,4,Wanya Morris,35,8.75,4,Eliminated Week 9,4,,,,22,8,Ginger Zee,0.18344431585555712
22,5,Wanya Morris,30,7.5,4,Eliminated Week 9,4,,,,22,8,Wanya Morris,0.20510384510633192
22,6,Wanya Morris,29,9.666666666666666,4,Eliminated Week 9,3,,,,22,9,Antonio Brown,0.07455274690375441
22,7,Wanya Morris,27.5,9.166666666666666,4,Eliminated Week 9,3,,,,22,9,Paige VanZant,0.22331432179478747
22,8,Wanya Morris,25,8.333333333333334,4,Eliminated Week 9,3,,,,22,9,Nyle DiMarco,0.22538230066707685
22,9,Wanya Morris,30,10,4,Eliminated Week 9,3,,,,22,9,Ginger Zee,0.24348494921942093
22,1,Marla Maples,21,7,10,Eliminated Week 4,3,,,,22,9,Wanya Morris,0.23326568141496037
22,2,Marla Maples,20,6.666666666666667,10,Eliminated Week 4,3,,,,22,10,Paige VanZant,0.29577464788732394
22,3,Marla Maples,21,7,10,Eliminated Week 4,3,,,,22,10,Nyle DiMarco,0.4929577464788732
22,4,Marla Maples,28,7,10,Eliminated Week 4,4,,,,22,10,Ginger Zee,0.21126760563380279
23,1,Jake T. Austin,22,5.5,13,Eliminated Week 2,4,,,,23,1,Jake T. Austin,0.028459601330105923
23,2,Jake T. Austin,24,6,13,Eliminated Week 2,4,,,,23,1,Maureen McCormick,0.045200543288991764
23,1,Maureen McCormick,22,5.5,8,Eliminated Week 7,4,,,,23,1,Marilu Henner,0.0591084027625277
23,2,Maureen McCormick,26,6.5,8,Eliminated Week 7,4,,,,23,1,Ryan Lochte,0.051227282394190665
23,3,Maureen McCormick,28,7,8,Eliminated Week 7,4,,,,23,1,Calvin Johnson Jr.,0.10977274798755142
23,4,Maureen McCormick,24,8,8,Eliminated Week 7,3,,,,23,1,Laurie Hernandez,0.2561364119709533
23,5,Maureen McCormick,24,8,8,Eliminated Week 7,3,,,,23,1,Amber Rose,0.04044259136383473
23,6,Maureen McCormick,31,7.75,8,Eliminated Week 7,4,,,,23,1,Rick Perry,0.0307363694365144
23,7,Maureen McCormick,33,8.25,8,Eliminated Week 7,4,,,,23,1,James Hinchcliffe,0.153681847182572
23,1,Marilu Henner,27,6.75,6,Eliminated Week 9,4,,,,23,1,Babyface,0.03340909721360261
23,2,Marilu Henner,27,6.75,6,Eliminated Week 9,4,,,,23,1,Vanilla Ice,0.03659091599585047
23,3,Marilu Henner,28,7,6,Eliminated Week 9,4,,,,23,1,Jana Kramer,0.08537880399031778
23,4,Marilu Henner,21,7,6,Eliminated Week 9,3,,,,23,1,Terra Jole,0.06985538508298728
23,5,Marilu Henner,27,9,6,Eliminated Week 9,3,,,,23,2,Jake T. Austin,0.019518327581531623
23,6,Marilu Henner,34,8.5,6,Eliminated Week 9,4,,,,23,2,Maureen McCormick,0.07991046461525363
23,7,Marilu Henner,32,8,6,Eliminated Week 9,4,,,,23,2,Marilu Henner,0.08423673504179295
23,8,Marilu Henner,23,7.666666666666667,6,Eliminated Week 9,3,,,,23,2,Ryan Lochte,0.08636537290101186
23,9,Marilu Henner,36,9,6,Eliminated Week 9,4,,,,23,2,Calvin Johnson Jr.,0.0810375776024563
23,1,Ryan Lochte,24,6,7,Eliminated Week 8,4,,,,23,2,Laurie Hernandez,0.07162828476527709
23,2,Ryan Lochte,24,6,7,Eliminated Week 8,4,,,,23,2,Amber Rose,0.0857114014095901
23,3,Ryan Lochte,25,6.25,7,Eliminated Week 8,4,,,,23,2,Rick Perry,0.08685412434851296
23,4,Ryan Lochte,22,7.333333333333333,7,Eliminated Week 8,3,,,,23,2,James Hinchcliffe,0.08033800923928311
23,5,Ryan Lochte,24,8,7,Eliminated Week 8,3,,,,23,2,Babyface,0.07566450513402981
23,6,Ryan Lochte,30,7.5,7,Eliminated Week 8,4,,,,23,2,Vanilla Ice,0.08615079177823591
23,7,Ryan Lochte,33,8.25,7,Eliminated Week 8,4,,,,23,2,Jana Kramer,0.08389909102404468
23,8,Ryan Lochte,26,8.666666666666666,7,Eliminated Week 8,3,,,,23,2,Terra Jole,0.07868531455898005
23,1,Calvin Johnson Jr.,26,6.5,3,3rd Place,4,,,,23,3,Maureen McCormick,0.0922717626450179
23,2,Calvin Johnson Jr.,28,7,3,3rd Place,4,,,,23,3,Marilu Henner,0.08604493246448468
23,3,Calvin Johnson Jr.,32,8,3,3rd Place,4,,,,23,3,Ryan Lochte,0.09235832717303807
23,4,Calvin Johnson Jr.,23,7.666666666666667,3,3rd Place,3,,,,23,3,Calvin Johnson Jr.,0.08836793539624567
23,5,Calvin Johnson Jr.,24,8,3,3rd Place,3,,,,23,3,Laurie Hernandez,0.08481847378957257
23,6,Calvin Johnson Jr.,37,9.25,3,3rd Place,4,,,,23,3,Amber Rose,0.09138003578574148
23,7,Calvin Johnson Jr.,37,9.25,3,3rd Place,4,,,,23,3,Rick Perry,0.02151439660447833
23,8,Calvin Johnson Jr.,30,10,3,3rd Place,3,,,,23,3,James Hinchcliffe,0.0847545108135487
23,9,Calvin Johnson Jr.,37,9.25,3,3rd Place,4,,,,23,3,Babyface,0.0888962959477128
23,10,Calvin Johnson Jr.,28,9.333333333333334,3,3rd Place,3,,,,23,3,Vanilla Ice,0.10215728831892562
23,11,Calvin Johnson Jr.,38.3331,9.583275,3,3rd Place,4,,,,23,3,Jana Kramer,0.08862769700742014
23,1,Laurie Hernandez,31,7.75,1,1st Place,4,,,,23,3,Terra Jole,0.07880834405381401
23,2,Laurie Hernandez,32,8,1,1st Place,4,,,,23,4,Maureen McCormick,0.10312162644144303
23,3,Laurie Hernandez,31,7.75,1,1st Place,4,,,,23,4,Marilu Henner,0.1010745736165178
23,4,Laurie Hernandez,30,10,1,1st Place,3,,,,23,4,Ryan Lochte,0.10128099956295858
23,5,Laurie Hernandez,25,8.333333333333334,1,1st Place,3,,,,23,4,Calvin Johnson Jr.,0.09731409660636373
23,6,Laurie Hernandez,37,9.25,1,1st Place,4,,,,23,4,Laurie Hernandez,0.0922761392836034
23,7,Laurie Hernandez,34.5,8.625,1,1st Place,4,,,,23,4,Amber Rose,0.09446521441366461
23,8,Laurie Hernandez,33,11,1,1st Place,3,,,,23,4,James Hinchcliffe,0.09027321141657256
23,9,Laurie Hernandez,40,10,1,1st Place,4,,,,23,4,Babyface,0.030318809919041796
23,10,Laurie Hernandez,30,10,1,1st Place,3,,,,23,4,Vanilla Ice,0.09925548794530391
23,11,Laurie Hernandez,39.333200000000005,9.833300000000001,1,1st Place,4,,,,23,4,Jana Kramer,0.09774781636256755
23,1,Amber Rose,24,6,9,Eliminated Week 6,4,,,,23,4,Terra Jole,0.09287202443196305
23,2,Amber Rose,24,6,9,Eliminated Week 6,4,,,,23,5,Maureen McCormick,0.051906677572958984
23,3,Amber Rose,25,6.25,9,Eliminated Week 6,4,,,,23,5,Marilu Henner,0.06787796298002328
23,4,Amber Rose,24,8,9,Eliminated Week 6,3,,,,23,5,Ryan Lochte,0.05882756791602018
23,5,Amber Rose,24,8,9,Eliminated Week 6,3,,,,23,5,Calvin Johnson Jr.,0.12605907410575753
23,6,Amber Rose,28,7,9,Eliminated Week 6,4,,,,23,5,Laurie Hernandez,0.29413783958010087
23,1,Rick Perry,20,5,12,Eliminated Week 3,4,,,,23,5,Amber Rose,0.046442816775805404
23,2,Rick Perry,22,5.5,12,Eliminated Week 3,4,,,,23,5,James Hinchcliffe,0.17648270374806055
23,3,Rick Perry,23,5.75,12,Eliminated Week 3,4,,,,23,5,Jana Kramer,0.09804594652670029
23,1,James Hinchcliffe,31,7.75,2,2nd Place,4,,,,23,5,Terra Jole,0.08021941079457297
23,2,James Hinchcliffe,29,7.25,2,2nd Place,4,,,,23,6,Maureen McCormick,0.12267410281831823
23,3,James Hinchcliffe,29,7.25,2,2nd Place,4,,,,23,6,Marilu Henner,0.11650353234140415
23,4,James Hinchcliffe,28,9.333333333333334,2,2nd Place,3,,,,23,6,Ryan Lochte,0.12671842499503996
23,5,James Hinchcliffe,29,9.666666666666666,2,2nd Place,3,,,,23,6,Calvin Johnson Jr.,0.1209815864503401
23,6,James Hinchcliffe,38,9.5,2,2nd Place,4,,,,23,6,Laurie Hernandez,0.11673461573846541
23,7,James Hinchcliffe,37,9.25,2,2nd Place,4,,,,23,6,Amber Rose,0.037176519644367884
23,8,James Hinchcliffe,34.9998,11.6666,2,2nd Place,3,,,,23,6,James Hinchcliffe,0.11288832427315297
23,9,James Hinchcliffe,36,9,2,2nd Place,4,,,,23,6,Jana Kramer,0.11976420694466433
23,10,James Hinchcliffe,29.5,9.833333333333334,2,2nd Place,3,,,,23,6,Terra Jole,0.1265586867942469
23,11,James Hinchcliffe,38.9998,9.74995,2,2nd Place,4,,,,23,7,Maureen McCormick,0.034445948392185934
23,1,Babyface,26,6.5,11,Eliminated Week 4,4,,,,23,7,Marilu Henner,0.13892236698924104
23,2,Babyface,30,7.5,11,Eliminated Week 4,4,,,,23,7,Ryan Lochte,0.12811629966815574
23,3,Babyface,25,6.25,11,Eliminated Week 4,4,,,,23,7,Calvin Johnson Jr.,0.12882418204508703
23,4,Babyface,18,6,11,Eliminated Week 4,3,,,,23,7,Laurie Hernandez,0.14237381697791554
23,1,Vanilla Ice,25,6.25,10,Eliminated Week 4,4,,,,23,7,James Hinchcliffe,0.12769346596780984
23,2,Vanilla Ice,26,6.5,10,Eliminated Week 4,4,,,,23,7,Jana Kramer,0.1513665592093147
23,3,Vanilla Ice,23,5.75,10,Eliminated Week 4,4,,,,23,7,Terra Jole,0.14825736075029014
23,4,Vanilla Ice,23,7.666666666666667,10,Eliminated Week 4,3,,,,23,8,Marilu Henner,0.18368776451460989
23,1,Jana Kramer,27,6.75,4,Eliminated Week 11,4,,,,23,8,Ryan Lochte,0.048136736650335736
23,2,Jana Kramer,29,7.25,4,Eliminated Week 11,4,,,,23,8,Calvin Johnson Jr.,0.14907111677153553
23,3,Jana Kramer,26,6.5,4,Eliminated Week 11,4,,,,23,8,Laurie Hernandez,0.14700079656391388
23,4,Jana Kramer,23,7.666666666666667,4,Eliminated Week 11,3,,,,23,8,James Hinchcliffe,0.13680379739999612
23,5,Jana Kramer,26,8.666666666666666,4,Eliminated Week 11,3,,,,23,8,Jana Kramer,0.16361633318243135
23,6,Jana Kramer,40,10,4,Eliminated Week 11,4,,,,23,8,Terra Jole,0.1716834549171775
23,7,Jana Kramer,34.5,8.625,4,Eliminated Week 11,4,,,,23,9,Marilu Henner,0.05836940815223854
23,8,Jana Kramer,30,10,4,Eliminated Week 11,3,,,,23,9,Calvin Johnson Jr.,0.1943518954695303
23,9,Jana Kramer,40,10,4,Eliminated Week 11,4,,,,23,9,Laurie Hernandez,0.17132124661939646
23,10,Jana Kramer,29,9.666666666666666,4,Eliminated Week 11,3,,,,23,9,James Hinchcliffe,0.18397228111561945
23,11,Jana Kramer,35.5,8.875,4,Eliminated Week 11,4,,,,23,9,Jana Kramer,0.1984797080346044
23,1,Terra Jole,25,6.25,5,Eliminated Week 10,4,,,,23,9,Terra Jole,0.19350546060861087
23,2,Terra Jole,31,7.75,5,Eliminated Week 10,4,,,,23,10,Calvin Johnson Jr.,0.2364909312559101
23,3,Terra Jole,30,7.5,5,Eliminated Week 10,4,,,,23,10,Laurie Hernandez,0.23034462480060766
23,4,Terra Jole,25,8.333333333333334,5,Eliminated Week 10,3,,,,23,10,James Hinchcliffe,0.24406983348251102
23,5,Terra Jole,27,9,5,Eliminated Week 10,3,,,,23,10,Jana Kramer,0.21797693868173074
23,6,Terra Jole,30,7.5,5,Eliminated Week 10,4,,,,23,10,Terra Jole,0.0711176717792405
23,7,Terra Jole,34.5,8.625,5,Eliminated Week 10,4,,,,23,11,Calvin Johnson Jr.,0.29889499970277245
23,8,Terra Jole,24,8,5,Eliminated Week 10,3,,,,23,11,Laurie Hernandez,0.30478024937945886
23,9,Terra Jole,38,9.5,5,Eliminated Week 10,4,,,,23,11,James Hinchcliffe,0.2872069922445668
23,10,Terra Jole,30,10,5,Eliminated Week 10,3,,,,23,11,Jana Kramer,0.10911775867320192
24,1,Charo,21,5.25,11,Eliminated Week 3,4,,,,24,1,Charo,0.034387759129051114
24,2,Charo,25,6.25,11,Eliminated Week 3,4,,,,24,1,Mr. T,0.03766278380800836
24,3,Charo,24,6,11,Eliminated Week 3,4,,,,24,1,Heather Morris,0.04652461529224562
24,1,Mr. T,20,5,10,Eliminated Week 4,4,,,,24,1,Nancy Kerrigan,0.05272789733121171
24,2,Mr. T,22,5.5,10,Eliminated Week 4,4,,,,24,1,Bonner Bolton,0.07190167817892505
24,3,Mr. T,24,6,10,Eliminated Week 4,4,,,,24,1,Simone Biles,0.08787982888535284
24,4,Mr. T,28,7,10,Eliminated Week 4,4,,,,24,1,David Ross,0.15818369199363513
24,1,Heather Morris,28,7,8,Eliminated Week 6,4,,,,24,1,Rashad Jennings,0.2636394866560585
24,2,Heather Morris,30,7.5,8,Eliminated Week 6,4,,,,24,1,Chris Kattan,0.03163673839872702
24,3,Heather Morris,33,8.25,8,Eliminated Week 6,4,,,,24,1,Erika Jayne,0.041627287366746084
24,4,Heather Morris,35,8.75,8,Eliminated Week 6,4,,,,24,1,Normani,0.11298835142402508
24,5,Heather Morris,34,8.5,8,Eliminated Week 6,4,,,,24,1,Nick Viall,0.06083988153601351
24,6,Heather Morris,37,9.25,8,Eliminated Week 6,4,,,,24,2,Charo,0.09414400361760647
24,1,Nancy Kerrigan,28,7,7,Eliminated Week 7,4,,,,24,2,Mr. T,0.09696681844872228
24,2,Nancy Kerrigan,28,7,7,Eliminated Week 7,4,,,,24,2,Heather Morris,0.08475696145887371
24,3,Nancy Kerrigan,33,8.25,7,Eliminated Week 7,4,,,,24,2,Nancy Kerrigan,0.08776557834813889
24,4,Nancy Kerrigan,33,8.25,7,Eliminated Week 7,4,,,,24,2,Bonner Bolton,0.08520920214484086
24,5,Nancy Kerrigan,36,9,7,Eliminated Week 7,4,,,,24,2,Simone Biles,0.08560064665753106
24,6,Nancy Kerrigan,33.5,8.375,7,Eliminated Week 7,4,,,,24,2,David Ross,0.09018278195866986
24,7,Nancy Kerrigan,36,9,7,Eliminated Week 7,4,,,,24,2,Rashad Jennings,0.08537270991268646
24,1,Bonner Bolton,22,5.5,5,Eliminated Week 8,4,,,,24,2,Chris Kattan,0.024050230463871017
24,2,Bonner Bolton,28,7,5,Eliminated Week 8,4,,,,24,2,Erika Jayne,0.09057001828940633
24,3,Bonner Bolton,24,6,5,Eliminated Week 8,4,,,,24,2,Normani,0.08193696568187969
24,4,Bonner Bolton,32,8,5,Eliminated Week 8,4,,,,24,2,Nick Viall,0.0934440830177734
24,5,Bonner Bolton,30,7.5,5,Eliminated Week 8,4,,,,24,3,Charo,0.026648297020438864
24,6,Bonner Bolton,31.5,7.875,5,Eliminated Week 8,4,,,,24,3,Mr. T,0.10948983173540185
24,7,Bonner Bolton,31,7.75,5,Eliminated Week 8,4,,,,24,3,Heather Morris,0.09546662228084365
24,8,Bonner Bolton,29,7.25,5,Eliminated Week 8,4,,,,24,3,Nancy Kerrigan,0.09593102791956942
24,1,Simone Biles,32,8,4,Eliminated Week 9,4,,,,24,3,Bonner Bolton,0.10859703236644622
24,2,Simone Biles,29,7.25,4,Eliminated Week 9,4,,,,24,3,Simone Biles,0.08969925573909371
24,3,Simone Biles,32,8,4,Eliminated Week 9,4,,,,24,3,David Ross,0.09124653147412193
24,4,Simone Biles,36,9,4,Eliminated Week 9,4,,,,24,3,Rashad Jennings,0.09427125385899691
24,5,Simone Biles,38,9.5,4,Eliminated Week 9,4,,,,24,3,Erika Jayne,0.09630685652734255
24,6,Simone Biles,34.5,8.625,4,Eliminated Week 9,4,,,,24,3,Normani,0.09138160854735489
24,7,Simone Biles,39,9.75,4,Eliminated Week 9,4,,,,24,3,Nick Viall,0.10096168253039005
24,8,Simone Biles,36,9,4,Eliminated Week 9,4,,,,24,4,Mr. T,0.030255307705483916
24,9,Simone Biles,40,10,4,Eliminated Week 9,4,,,,24,4,Heather Morris,0.11678862351124043
24,1,David Ross,28,7,2,2nd Place,4,,,,24,4,Nancy Kerrigan,0.10520827624284895
24,2,David Ross,27,6.75,2,2nd Place,4,,,,24,4,Bonner Bolton,0.10223105776932022
24,3,David Ross,31,7.75,2,2nd Place,4,,,,24,4,Simone Biles,0.10877111243559037
24,4,David Ross,31,7.75,2,2nd Place,4,,,,24,4,David Ross,0.11165572103343813
24,5,David Ross,29,7.25,2,2nd Place,4,,,,24,4,Rashad Jennings,0.11025908759488842
24,6,David Ross,31,7.75,2,2nd Place,4,,,,24,4,Erika Jayne,0.10078998156627016
24,7,David Ross,32,8,2,2nd Place,4,,,,24,4,Normani,0.10740288910226853
24,8,David Ross,32.5,8.125,2,2nd Place,4,,,,24,4,Nick Viall,0.10663794303865083
24,9,David Ross,35,8.75,2,2nd Place,4,,,,24,5,Heather Morris,0.12063940328217504
24,10,David Ross,36.3333,9.083325,2,2nd Place,4,,,,24,5,Nancy Kerrigan,0.12119821098157604
24,1,Rashad Jennings,31,7.75,1,1st Place,4,,,,24,5,Bonner Bolton,0.1253249168166386
24,2,Rashad Jennings,32,8,1,1st Place,4,,,,24,5,Simone Biles,0.10761826037590994
24,3,Rashad Jennings,28,7,1,1st Place,4,,,,24,5,David Ross,0.12069900193970681
24,4,Rashad Jennings,39,9.75,1,1st Place,4,,,,24,5,Rashad Jennings,0.13445564077737943
24,5,Rashad Jennings,32,8,1,1st Place,4,,,,24,5,Erika Jayne,0.03171650879935054
24,6,Rashad Jennings,35,8.75,1,1st Place,4,,,,24,5,Normani,0.11406674157178603
24,7,Rashad Jennings,39,9.75,1,1st Place,4,,,,24,5,Nick Viall,0.12428131545547762
24,8,Rashad Jennings,37.5,9.375,1,1st Place,4,,,,24,6,Heather Morris,0.027959923891466575
24,9,Rashad Jennings,38.5,9.625,1,1st Place,4,,,,24,6,Nancy Kerrigan,0.14592132571881286
24,10,Rashad Jennings,39.6666,9.91665,1,1st Place,4,,,,24,6,Bonner Bolton,0.14670672416418576
24,1,Chris Kattan,17,4.25,12,Eliminated Week 2,4,,,,24,6,Simone Biles,0.13576576093033962
24,2,Chris Kattan,22,5.5,12,Eliminated Week 2,4,,,,24,6,David Ross,0.1295980170023669
24,1,Erika Jayne,24,6,9,Eliminated Week 5,4,,,,24,6,Rashad Jennings,0.14358754834994927
24,2,Erika Jayne,28,7,9,Eliminated Week 5,4,,,,24,6,Normani,0.13297684914506375
24,3,Erika Jayne,26,6.5,9,Eliminated Week 5,4,,,,24,6,Nick Viall,0.1374838507978152
24,4,Erika Jayne,30,7.5,9,Eliminated Week 5,4,,,,24,7,Nancy Kerrigan,0.040925650680053015
24,5,Erika Jayne,32,8,9,Eliminated Week 5,4,,,,24,7,Bonner Bolton,0.16793687996605544
24,1,Normani,27,6.75,3,3rd Place,4,,,,24,7,Simone Biles,0.1542288989667484
24,2,Normani,32,8,3,3rd Place,4,,,,24,7,David Ross,0.17033384027220028
24,3,Normani,34,8.5,3,3rd Place,4,,,,24,7,Rashad Jennings,0.1475034146479206
24,4,Normani,32,8,3,3rd Place,4,,,,24,7,Normani,0.15472362703735923
24,5,Normani,39,9.75,3,3rd Place,4,,,,24,7,Nick Viall,0.164347688429663
24,6,Normani,36,9,3,3rd Place,4,,,,24,8,Bonner Bolton,0.08640739236916735
24,7,Normani,42,10.5,3,3rd Place,4,,,,24,8,Simone Biles,0.2305084256399865
24,8,Normani,39.5,9.875,3,3rd Place,4,,,,24,8,David Ross,0.236109749699678
24,9,Normani,38,9.5,3,3rd Place,4,,,,24,8,Rashad Jennings,0.22540713690975236
24,10,Normani,39.333200000000005,9.833300000000001,3,3rd Place,4,,,,24,8,Normani,0.22156729538141587
24,1,Nick Viall,24,6,6,Eliminated Week 7,4,,,,24,9,Simone Biles,0.09346911520539512
24,2,Nick Viall,25,6.25,6,Eliminated Week 7,4,,,,24,9,David Ross,0.3059585354519044
24,3,Nick Viall,26,6.5,6,Eliminated Week 7,4,,,,24,9,Rashad Jennings,0.29829408809048436
